Frame,Activity,LK_Dots,HS_Avg_Magnitude,Farneback_Avg_Magnitude,GMM_Foreground_Pixels,FD_Foreground_Pixels,Elbow_Angle,Knee_Angle,GMM_Time,FD_Time
1,Unknown,43,0.088248394,0.32634267,2073600,20486,,,0.04764056205749512,0.016020774841308594
2,Unknown,43,0.0,5.7198205e-05,0,0,177.66326879570653,179.27177752807734,0.04390525817871094,0.012094736099243164
3,Unknown,43,0.039192062,0.19832619,63384,10476,177.68059571762208,179.36133151012797,0.036917686462402344,0.015771865844726562
4,Unknown,42,0.07127006,0.24919221,75290,16103,177.7125083863132,179.14658097357886,0.04061484336853027,0.015584468841552734
5,Unknown,42,0.08756019,0.25024202,60160,15466,177.63041887535982,179.0598802869831,0.03755807876586914,0.020127534866333008
6,Unknown,41,0.046628345,0.23144105,40696,14945,177.61241789116107,179.2023426802343,0.04601788520812988,0.012086153030395508
7,Unknown,41,0.0,0.00017880721,0,0,177.59544369394274,179.37493372016,0.04219555854797363,0.017276763916015625
8,Unknown,41,0.08678975,0.2388803,47630,14799,177.588760327949,179.41252652271234,0.0359959602355957,0.015767812728881836
9,Unknown,40,0.08761629,0.2508913,45599,15318,177.54103510664447,179.32078334944256,0.04387664794921875,0.016132354736328125
10,Unknown,40,0.048199717,0.22962543,35122,15051,177.52316680299612,179.2543717841725,0.04586958885192871,0.013083934783935547
11,No Activity Detected,39,0.056498468,0.19175984,40907,7363,177.53337275203313,179.22324242467687,0.04375791549682617,0.013843059539794922
12,No Activity Detected,39,0.01966353,0.014813568,21397,0,177.5334725228307,179.18935651076765,0.06329202651977539,0.01584005355834961
13,No Activity Detected,39,0.096935235,0.34208193,49249,15595,177.5497293941014,179.20680323325143,0.053458452224731445,0.017225980758666992
14,No Activity Detected,39,0.07463656,0.33535355,61850,14515,177.60011738446548,179.20044678494236,0.04931235313415527,0.007822990417480469
15,No Activity Detected,39,0.08423734,0.32973844,55434,14162,177.46172093533434,179.2040719550679,0.08696413040161133,0.021311044692993164
16,No Activity Detected,39,0.10461518,0.34240136,61335,14189,177.50733597549393,179.22580643338583,0.07118701934814453,0.018605947494506836
17,No Activity Detected,39,0.032912884,0.025077956,44286,1,177.43287946011532,179.22032857670348,0.08095836639404297,0.019849300384521484
18,No Activity Detected,39,0.080124035,0.36718413,58291,13800,177.45206769340643,179.24660506012293,0.08552670478820801,0.02596879005432129
19,No Activity Detected,39,0.0690166,0.3454192,58572,13776,177.36909394521717,179.23773414816964,0.0581812858581543,0.010885953903198242
20,No Activity Detected,39,0.1004454,0.41333717,70584,14302,177.35066611043092,179.21843778618424,0.1825556755065918,0.11919975280761719
21,No Activity Detected,39,0.07929066,0.31597045,74561,7145,177.3395252754552,179.27168392366406,0.06072664260864258,0.025134563446044922
22,No Activity Detected,39,0.0,3.654362e-05,57228,0,177.33998630412756,179.30502684191768,0.06898856163024902,0.021168231964111328
23,No Activity Detected,38,0.063590735,0.2988095,58612,13505,177.34274587619706,179.3534492889032,0.04711198806762695,0.016091346740722656
24,No Activity Detected,38,0.09980453,0.40259713,66892,13769,177.3582692495068,179.38210108368568,0.046106576919555664,0.01304006576538086
25,No Activity Detected,38,0.09900608,0.3602784,81166,15646,177.34092342379577,179.38040258449087,0.04932260513305664,0.009652376174926758
26,No Activity Detected,37,0.06450899,0.40288505,86036,13574,177.34730638187173,179.39975944811928,0.05211758613586426,0.013591766357421875
27,No Activity Detected,37,0.0,6.8296074e-05,76108,0,177.35635687023031,179.43748470480014,0.05769634246826172,0.019571542739868164
28,No Activity Detected,37,0.10861328,0.36005986,82096,14391,177.3555410525202,179.42921839831635,0.07193398475646973,0.02353954315185547
29,No Activity Detected,36,0.18328267,0.30265453,87440,11688,177.13006180374393,179.4492141450986,0.03353238105773926,0.015871763229370117
30,No Activity Detected,36,0.066681184,0.362054,92069,12698,176.90516733531496,179.46674387860838,0.10274505615234375,0.017777681350708008
31,No Activity Detected,36,0.040702537,0.23479043,91728,6743,176.82261632510605,179.46930581531433,0.05050921440124512,0.007604360580444336
32,No Activity Detected,36,0.0,5.3468906e-05,77977,0,176.77915577912117,179.44779302269174,0.051308393478393555,0.01849532127380371
33,No Activity Detected,36,0.06512226,0.40741935,84772,10253,176.82002422976137,179.40122828780636,0.06467199325561523,0.0275118350982666
34,No Activity Detected,36,0.078548394,0.36587593,89634,11221,176.9040524019864,179.3610501108638,0.06038856506347656,0.017994165420532227
35,No Activity Detected,36,0.06064314,0.34629095,91202,11792,176.95265574611537,179.3595788412008,0.035947561264038086,0.02648782730102539
36,No Activity Detected,36,0.06866624,0.41348952,100390,12476,177.10882278065748,179.2802571493443,0.05108284950256348,0.013916254043579102
37,No Activity Detected,36,0.028930658,0.020071141,88851,5,177.1498347751091,179.23490221459494,0.04336285591125488,0.015657424926757812
38,No Activity Detected,36,0.09847268,0.38878945,98210,13401,177.19664379846967,179.19814080473418,0.047757625579833984,0.013957738876342773
39,No Activity Detected,36,0.0701779,0.35339892,103336,14073,177.20655633065428,179.24196298890155,0.05590486526489258,0.0074918270111083984
40,No Activity Detected,36,0.07627374,0.3458564,110820,15338,177.24022069199444,179.2031906833927,0.043271780014038086,0.023702144622802734
41,No Activity Detected,36,0.08743292,0.30859807,118059,8152,177.33584944049286,179.30304160156527,0.04427742958068848,0.015684843063354492
42,No Activity Detected,36,0.029991616,0.019637745,106972,1,177.46132329823698,179.4147119393362,0.06409716606140137,0.0058476924896240234
43,No Activity Detected,36,0.07587601,0.3806583,110861,16247,177.48459441711316,179.40952826474881,0.06378054618835449,0.0
44,No Activity Detected,36,0.0889007,0.3891942,116228,18508,177.37183976072453,179.26988792257052,0.04253745079040527,0.015146732330322266
45,No Activity Detected,36,0.11960678,0.43973538,129051,22269,177.48794986332484,179.51080557229758,0.05174517631530762,0.015726327896118164
46,No Activity Detected,36,0.12893927,0.49495077,139268,23001,177.60874341537613,179.96269236448066,0.05179095268249512,0.015756845474243164
47,No Activity Detected,36,0.0,3.3520653e-05,128648,0,177.6740379711512,179.9627076725743,0.07429337501525879,0.017006635665893555
48,No Activity Detected,36,0.11587186,0.49352765,133226,25931,177.8135885690872,179.96971871700327,0.05255317687988281,0.014329671859741211
49,No Activity Detected,36,0.14756057,0.5729497,138689,27749,177.80336370681925,179.73669732124523,0.05533599853515625,0.01173710823059082
50,No Activity Detected,36,0.15597254,0.5249927,142460,29612,177.398773061036,179.39529604091163,0.045915842056274414,0.014357566833496094
51,No Activity Detected,36,0.097200565,0.44547775,144286,17713,176.8798471257446,179.26658436646665,0.06495475769042969,0.015998363494873047
52,No Activity Detected,36,0.0,4.3752167e-05,136626,0,176.5259581652993,179.3269491514038,0.06159090995788574,0.005891084671020508
53,No Activity Detected,36,0.16509615,0.60963553,144882,29991,176.8234428349823,179.33855670067734,0.05182671546936035,0.007620096206665039
54,No Activity Detected,36,0.16079828,0.5756611,151592,32098,176.91452319691155,179.89834482078683,0.06598806381225586,0.01945948600769043
55,No Activity Detected,36,0.14384842,0.60285664,152967,33132,177.32245783974656,179.3419716490726,0.05153512954711914,0.014113664627075195
56,No Activity Detected,36,0.17556769,0.6290858,160891,33478,177.05661459418442,178.90065326989543,0.06877326965332031,0.013812780380249023
57,No Activity Detected,36,0.015118692,0.009761846,150360,0,176.57571572318992,178.4650562427358,0.04369044303894043,0.02405405044555664
58,No Activity Detected,35,0.2761682,0.6830258,167420,37418,176.26239108038686,178.5258580895014,0.09537649154663086,0.016051292419433594
59,No Activity Detected,35,0.1651447,0.7912698,175619,37590,175.7106665041217,177.4498922713015,0.05380368232727051,0.0020155906677246094
60,No Activity Detected,35,0.10905143,0.5364941,174343,23587,175.59580806458314,175.492311439962,0.05778789520263672,0.01380014419555664
61,No Activity Detected,35,0.15017329,0.7807774,182081,37429,175.4203050392136,175.32664771742964,0.08124566078186035,0.01990985870361328
62,No Activity Detected,35,0.029567538,0.026603935,172957,2,175.4213015572349,175.22394477618255,0.037878990173339844,0.01612567901611328
63,No Activity Detected,35,0.18433274,0.85658336,181970,38559,175.30970847199555,174.35190096668978,0.05979728698730469,0.013970136642456055
64,No Activity Detected,35,0.15635751,0.8507835,185900,35874,175.41748462062378,173.1881719342862,0.0533137321472168,0.014012575149536133
65,No Activity Detected,35,0.15242222,0.752627,186190,37828,175.47491077301308,172.39143882399117,0.05568504333496094,0.01381540298461914
66,No Activity Detected,35,0.18220133,0.9196942,193731,36521,175.48515712283404,171.99961840285295,0.058936119079589844,0.01407933235168457
67,No Activity Detected,35,0.024951873,0.018259535,185118,2,175.58254810570642,171.85107555520491,0.06166243553161621,0.015704870223999023
68,No Activity Detected,35,0.20066217,0.86713135,192627,36838,174.8229709113502,171.48136670129094,0.05138111114501953,0.015882015228271484
69,No Activity Detected,35,0.21016528,1.0407389,191943,39581,174.9942937970439,171.2656069936935,0.07018899917602539,0.005037784576416016
70,No Activity Detected,35,0.13766998,0.79723173,194654,24109,175.04744216117493,171.00331921718174,0.055481672286987305,0.00903177261352539
71,No Activity Detected,35,0.17740867,1.136518,192785,37913,175.12534670107482,170.5154871883039,0.07442522048950195,0.02101922035217285
72,No Activity Detected,35,0.0030370613,0.005038074,185890,10,174.82845942126875,170.42829379971735,0.058485984802246094,0.011023521423339844
73,No Activity Detected,35,0.13944262,1.0511259,191756,32148,175.4592609368237,169.45805353909205,0.05763721466064453,0.013850688934326172
74,No Activity Detected,35,0.14533964,0.6388757,204209,29659,176.13984787888424,173.6438686170323,0.05834054946899414,0.0145263671875
75,No Activity Detected,35,0.1545428,0.5205859,212946,27822,177.26294048489427,172.78055422483402,0.043045997619628906,0.023664236068725586
76,No Activity Detected,35,0.11503979,0.43581277,214029,27772,176.895496469475,173.06702914741862,0.0536808967590332,0.013766765594482422
77,No Activity Detected,35,0.0,7.056417e-05,206986,0,176.87349567194042,174.48669096191455,0.0659327507019043,0.016531944274902344
78,No Activity Detected,35,0.10688161,0.3743606,208045,21085,176.59643000318178,174.29823067618221,0.05207180976867676,0.013096094131469727
79,No Activity Detected,35,0.08339789,0.31629142,204112,17260,175.76773891729997,172.14463623915583,0.06525707244873047,0.005793094635009766
80,No Activity Detected,34,0.050715916,0.25940496,198165,9673,175.01919223812556,171.96264461011293,0.06275463104248047,0.013928413391113281
81,No Activity Detected,34,0.066659465,0.2937231,191750,15788,174.64421382047078,172.7861609519537,0.0387883186340332,0.01803445816040039
82,No Activity Detected,34,0.027679682,0.011857051,184522,0,174.558832576059,173.35989252426504,0.05224108695983887,0.026012659072875977
83,No Activity Detected,34,0.10079723,0.36007246,181244,14337,174.99061771208707,171.18910667103376,0.047631263732910156,0.02623915672302246
84,No Activity Detected,33,0.06689942,0.3511954,175612,15099,176.28110150766898,170.2809635512123,0.05122542381286621,0.012204647064208984
85,No Activity Detected,33,0.059214395,0.29381475,169338,12828,176.28959514300618,173.02323151262414,0.06532526016235352,0.013795137405395508
86,No Activity Detected,33,0.09422058,0.28854942,166096,13425,176.52997703935995,173.88954304122183,0.06314325332641602,0.013806819915771484
87,No Activity Detected,33,0.13638745,0.08479351,158997,5,176.9174426450191,172.336214755638,0.04961371421813965,0.019758224487304688
88,No Activity Detected,33,0.07123099,0.23992558,154570,12513,176.95658600599828,171.2986666571153,0.07001996040344238,0.010054349899291992
89,No Activity Detected,33,0.040270716,0.20455176,151455,12001,176.9596146533782,170.46952654506046,0.043581485748291016,0.01644420623779297
90,No Activity Detected,33,0.03082474,0.17615034,146183,6438,176.96747838772873,170.20888555645826,0.06725525856018066,0.01606273651123047
91,No Activity Detected,33,0.07134573,0.23456825,145009,11785,177.0223068025,169.97877284272818,0.0574193000793457,0.01635289192199707
92,No Activity Detected,33,0.03817951,0.04548224,138195,10,177.08423288121764,170.1321543628896,0.04492688179016113,0.013412237167358398
93,No Activity Detected,33,0.04226361,0.2065748,132843,11725,177.09708305812038,169.95536379791653,0.04748225212097168,0.011783838272094727
94,No Activity Detected,33,0.038451076,0.22064172,128730,12157,177.02888169337416,169.7269227243391,0.04847979545593262,0.014073848724365234
95,No Activity Detected,33,0.06815167,0.24125299,131321,12454,176.96842774125273,169.59091160545577,0.04183650016784668,0.011911630630493164
96,No Activity Detected,32,0.07433164,0.24907194,132354,12869,176.94660458964833,170.71661370781254,0.02819347381591797,0.013759613037109375
97,No Activity Detected,30,0.037037585,0.2259548,131816,13070,176.81397223854157,170.7275793537963,0.38181114196777344,0.07723379135131836
98,No Activity Detected,30,0.0,0.00015949363,124926,0,176.68217476145398,172.04076674181687,0.03177237510681152,0.012023448944091797
99,No Activity Detected,29,0.07109556,0.2618994,130335,12938,176.70802671621925,172.6980403319357,0.039782047271728516,0.004847526550292969
100,No Activity Detected,29,0.057339642,0.19522226,131204,7114,176.65468589700268,174.28560886977837,0.05628013610839844,0.009546756744384766
101,No Activity Detected,29,0.050869893,0.25286165,132210,13718,176.71957750729624,174.3975817726625,1.098191738128662,0.20217394828796387
102,No Activity Detected,29,0.0701289,0.27976668,138822,14498,176.9098237507627,175.34897565374268,0.042955636978149414,0.008033514022827148
103,No Activity Detected,29,0.025929226,0.016094279,135926,1,176.9557011323389,175.6441699870546,0.049271345138549805,0.0059986114501953125
104,No Activity Detected,29,0.10928819,0.4267386,144669,15404,176.9798818348289,175.68819886033518,0.03606534004211426,0.015606403350830078
105,No Activity Detected,29,0.102667354,0.43442804,154426,17239,177.41403931827966,175.71089595770837,0.06304931640625,0.012043476104736328
106,No Activity Detected,29,0.114104584,0.5125389,160040,21729,177.52153302555521,175.858323837343,0.039700984954833984,0.023143768310546875
107,No Activity Detected,29,0.17215659,0.6297047,171752,25018,177.78412318844636,176.11590288585498,0.05166149139404297,0.01004648208618164
108,No Activity Detected,29,0.036823172,0.02291275,166236,1,177.80089885840883,176.26830808867976,0.05349278450012207,0.010014772415161133
109,No Activity Detected,29,0.18591028,1.2000525,170467,31248,177.6303885985302,174.40127968834256,0.05105328559875488,0.012086629867553711
110,No Activity Detected,29,0.15108357,1.0695316,174090,24712,177.4411536198347,173.01401084017155,0.04986119270324707,0.0
111,No Activity Detected,29,0.25542977,2.0586462,187379,44897,176.68842109237193,172.8014153615416,0.06504011154174805,0.00576472282409668
112,No Activity Detected,25,0.2822022,1.4645118,200951,46523,176.19466003524474,172.66739519567173,0.04059195518493652,0.015998125076293945
113,No Activity Detected,24,0.0,3.1515225e-05,195623,0,175.77402060993595,172.29999703620226,0.04553079605102539,0.015703678131103516
114,No Activity Detected,24,0.26069248,1.136523,203784,45804,175.42993822867237,171.9027586756697,0.03667187690734863,0.013692855834960938
115,No Activity Detected,24,0.26584452,0.9414666,220384,47298,175.5119293684472,172.4539636748591,0.05924630165100098,0.01368403434753418
116,No Activity Detected,24,0.30547547,1.0281507,234029,48608,175.1682366292262,172.48172535377964,0.04778313636779785,0.015839099884033203
117,No Activity Detected,23,0.2471959,1.0489085,243182,49877,175.10632077662555,173.38578517294224,0.03105020523071289,0.015909671783447266
118,No Activity Detected,23,0.0,2.1219941e-05,236625,0,174.9658736796777,173.51232797673927,0.05208730697631836,0.004938364028930664
119,No Activity Detected,23,0.164186,0.71221596,234649,34182,175.27303657228705,174.45332914270085,0.055544376373291016,0.009873151779174805
120,No Activity Detected,23,0.26529688,1.1152326,249754,55131,175.2884497962148,174.9700734902257,0.034775733947753906,0.016106128692626953
121,No Activity Detected,23,0.28540972,1.1602561,261296,55595,175.42146081410345,176.0702436946583,0.058199405670166016,0.00834798812866211
122,No Activity Detected,23,0.26821455,1.1926831,268430,53113,176.02583011182813,175.96517536993397,0.0379488468170166,0.0178067684173584
123,No Activity Detected,23,0.0,5.062448e-05,262799,0,176.04329047703257,176.2500967931798,0.030884265899658203,0.011954784393310547
124,No Activity Detected,23,0.26979482,1.034108,277061,53061,176.31121264148558,176.74591602874463,0.05449080467224121,0.056865692138671875
125,No Activity Detected,23,0.24825847,0.9154509,289846,51382,176.58138450497867,177.72235936239872,0.04427051544189453,0.0017445087432861328
126,No Activity Detected,23,0.21844813,0.8132661,297376,48234,177.10934574977648,177.84673323646638,0.049048423767089844,0.008616447448730469
127,No Activity Detected,23,0.21041006,0.82248944,308857,43298,177.17425613160887,178.59305656228355,0.03986763954162598,0.015820980072021484
128,No Activity Detected,23,0.026316023,0.010593552,307338,1,177.05318885672543,179.196266754425,0.055006980895996094,0.013576507568359375
129,No Activity Detected,23,0.1645996,0.6204417,310502,24553,177.0629665660239,179.74781171106642,0.053603410720825195,0.008900642395019531
130,No Activity Detected,23,0.18397288,0.6580768,313094,35883,176.79373468505258,179.80239343657146,0.05947446823120117,0.012243032455444336
131,No Activity Detected,23,0.17473483,0.6188997,319432,29728,176.94190795366634,179.81815443335591,0.04400777816772461,0.0158538818359375
132,No Activity Detected,23,0.16632569,0.512841,327178,24962,177.10168758031992,179.52041036252743,0.06847000122070312,0.01788640022277832
133,No Activity Detected,23,0.04462798,0.021131558,322980,0,176.45567850910373,179.04256082048255,0.038907527923583984,0.015961885452270508
134,No Activity Detected,23,0.11470197,0.44218573,324790,20927,176.39263808728137,179.120259517892,0.04314279556274414,0.015863656997680664
135,No Activity Detected,23,0.09667216,0.43527958,325846,14938,176.3384117187467,179.24231931640549,0.05662035942077637,0.018167972564697266
136,No Activity Detected,23,0.11601687,0.44911742,332785,13826,176.21433496552993,179.62263541160746,0.053028106689453125,0.010041475296020508
137,No Activity Detected,23,0.11044985,0.39261845,333893,11459,176.36942713226745,179.85914861345535,0.053630828857421875,0.003561735153198242
138,No Activity Detected,23,0.0,5.983695e-05,326999,0,176.43948672011803,179.84620389309498,0.05659317970275879,0.009231090545654297
139,No Activity Detected,23,0.070274875,0.29671183,321461,6150,176.67291243295006,179.79566281674357,0.04706525802612305,0.0
140,No Activity Detected,23,0.10578262,0.39355257,326429,10217,176.90052388765122,179.81214651574155,0.06389904022216797,0.009783029556274414
141,No Activity Detected,23,0.12908636,0.39542153,328880,11835,176.73896735417824,179.81323350167995,0.08701658248901367,0.026352643966674805
142,No Activity Detected,23,0.094001055,0.38731056,328589,11670,176.97256148463765,179.82616128241028,0.0418858528137207,0.015702009201049805
143,No Activity Detected,22,0.0,5.9304813e-05,319729,0,177.10837835585184,179.8068254470723,0.05377316474914551,0.010005712509155273
144,No Activity Detected,22,0.12984382,0.42788586,318120,12763,177.425127347352,179.81930194033038,0.033980369567871094,0.011793851852416992
145,No Activity Detected,22,0.1864702,0.3568666,319715,12565,177.40384879412855,179.93712239612483,0.039147138595581055,0.01221013069152832
146,No Activity Detected,22,0.09290996,0.3682597,321433,12950,177.22327395563102,179.90775034604738,0.04027080535888672,0.00863957405090332
147,No Activity Detected,22,0.062476937,0.3327656,320475,10916,176.8010829462673,179.86811753045174,0.05466485023498535,0.00602412223815918
148,No Activity Detected,22,0.0,1.9069885e-05,312983,0,176.85152865217898,179.74778290657903,0.05144858360290527,0.0
149,No Activity Detected,22,0.06808111,0.3227946,312645,6868,176.53614673483693,179.7999893915959,0.054836273193359375,0.0037631988525390625
